"","ID","total_hh_income","net_farm_income","net_remittance_received","cash_assistance_received","total_non_agri_income","rent_annual","other_income_annual","total_income","total_food_annual","net_expense_education","total_cost_chronic_inpatient","total_cost_chronic_outpatient","total_cost_acute","reported_oop","reimbursed_amount","total_health_cost","total_expenditure","income_expenditure_ratio"
"488",3336,0,457000,0,0,0,0,2e+05,657000,543400,75000,0,0,0,15000,0,0,618400,1.0624191461837
"489",3343,0,59700,0,0,0,0,0,59700,210600,76500,0,46455,0,45000,5000,46455,333555,0.178980977649863
"490",3347,0,-109500,5e+05,0,0,0,40000,430500,278200,342000,0,43000,0,45000,5000,43000,663200,0.649125452352232
"491",3352,64000,72500,0,0,0,0,6250,142750,228956,28013,0,0,0,6500,0,0,256969,0.555514478400118
"492",3353,0,64780,347000,375200,0,0,309225,1096205,215280,61260,0,17800,0,25000,0,17800,294340,3.72428144322892
"493",3355,24000,109910,0,0,3e+05,24000,4000,461910,152412,0,0,565,0,15000,9000,565,152977,3.01947351562653
"494",3356,410500,-62780,372000,96000,0,0,51250,866970,465400,49200,0,60,930,116490,90000,990,515590,1.68151050253108
"495",3359,350000,0,0,0,62000,0,10000,422000,295880,50500,0,0,12450,2500,0,12450,358830,1.17604436641306
"496",3360,0,0,1200000,0,762000,0,0,1962000,423280,185600,0,0,0,20000,0,0,608880,3.22230981474182
"497",3373,16290000,465503,0,0,0,0,0,16755503,182728,0,0,0,0,1900,0,0,182728,91.6964176261985
"498",3397,37500,465000,0,0,0,0,250000,752500,230360,0,0,17000,0,40000,0,17000,247360,3.04212483829237
"499",3398,60300,690560,315000,0,0,0,0,1065860,243256,88500,0,0,0,40000,39600,0,331756,3.21278288862899
"500",3400,1661200,154006,0,48000,0,0,0,1863206,458640,215170,0,15150,1200,50000,0,16350,690160,2.69967253970094
"501",3402,0,113700,0,0,0,0,0,113700,170612,0,0,17200,0,20000,0,17200,187812,0.605392626669222
"502",3403,225000,85000,0,0,264000,0,0,574000,178360,138000,0,0,0,25000,0,0,316360,1.81438867113415
"503",3405,0,494200,0,96000,317600,0,0,907800,146120,62000,0,3200,0,3200,3000,3200,211320,4.29585462805224
"504",3409,0,-31800,360000,0,0,0,0,328200,197860,0,0,30500,72700,250000,0,103200,301060,1.09014814322726
"505",3414,0,12150,1100000,0,0,0,276000,1388150,195000,102060,0,228250,0,7e+05,0,228250,525310,2.64253488416364
"506",3417,0,-9800,1e+05,0,0,0,0,90200,137280,0,0,0,0,60000,0,0,137280,0.657051282051282
"507",3418,7292700,-8600,-750000,0,0,288000,0,6822100,176800,0,0,0,0,50000,0,0,176800,38.5865384615385
"508",3423,0,-20580,6e+05,48000,0,0,661000,1288420,164840,86400,0,150,0,0,0,150,251390,5.12518397708739
"509",3425,0,162200,0,0,0,0,12710,174910,247000,85000,38000,122700,0,125000,5000,160700,492700,0.355003044448955
"510",3428,0,-32500,0,0,120000,0,0,87500,128700,0,0,0,0,48850,0,0,128700,0.67987567987568
"511",3429,45000,-8300,-5000,24000,0,0,0,55700,99060,0,0,0,0,1000,0,0,99060,0.562285483545326
"512",3434,0,1250,0,0,1680000,0,222400,1903650,1009580,143100,0,0,0,7500,9000,0,1152680,1.65149911510567
"513",3436,256200,14800,0,0,0,0,199000,470000,186940,13700,0,0,150,10000,0,150,200790,2.34075402161462
"514",3439,195000,0,0,0,0,0,0,195000,122720,71760,0,10000,0,10000,0,10000,204480,0.953638497652582
"515",3441,451200,22500,0,0,0,0,0,473700,185952,53624,0,0,0,120000,0,0,239576,1.97724312952883
"516",3451,312000,-1500,0,0,0,0,0,310500,228280,102000,0,0,0,10000,0,0,330280,0.940111420612813
"517",3457,505000,-708,0,0,0,0,30000,534292,328120,78888,0,0,0,10000,0,0,407008,1.31273095369133
"518",3462,264000,0,0,0,0,0,100,264100,203840,27000,0,0,0,35000,0,0,230840,1.14408248137238
"519",3464,358000,0,4e+05,0,96000,0,0,854000,358592,428600,0,10000,0,10000,0,10000,797192,1.07126012303184
"520",3467,545700,0,0,0,1996400,0,221000,2763100,585000,0,0,130920,20,80000,80000,130940,715940,3.85940162583457
"521",3474,0,264400,0,0,-13300,0,0,251100,213720,37300,0,0,605,3500,2500,605,251625,0.997913561847988
"522",3480,0,81700,0,12000,0,0,0,93700,403000,52500,0,0,3001,30000,20,3001,458501,0.204361604445792
"523",3484,0,0,0,36000,0,0,0,36000,290160,0,0,0,57000,32000,0,57000,347160,0.103698582786035
"524",3486,0,130775,0,0,0,0,0,130775,561860,76000,0,166440,7300,150000,0,173740,811600,0.161132331197634
"525",3488,150000,0,0,0,0,0,0,150000,260000,71500,0,40000,0,40000,0,40000,371500,0.403768506056528
"526",3490,0,-49200,6e+05,0,0,0,0,550800,608400,136700,0,0,50000,60000,10,50000,795100,0.69274305118853
"527",3492,0,0,5e+05,0,0,0,0,5e+05,176800,0,0,39400,0,40000,0,39400,216200,2.31267345050879
"528",3493,0,0,4e+05,0,0,0,0,4e+05,195520,97500,0,0,15000,50000,0,15000,308020,1.29861697292384
"529",3494,0,-16550,0,0,0,0,0,-16550,286416,0,107000,87100,4900,90000,0,199000,485416,-0.034094467425878
"530",3498,0,19800,-30000,44000,0,0,0,33800,109200,0,0,1,1,40000,0,2,109202,0.309518140693394
"531",3502,45100,2752,61500,3800,0,0,3000,116152,84240,12500,0,0,30,1200,0,30,96770,1.20028934587165
"532",3508,57288000,0,0,0,0,0,0,57288000,223080,60000,0,2100,500,6000,0,2600,285680,200.532063847662
"533",3510,0,0,3600000,0,0,0,0,3600000,551200,223000,0,0,150,4000,0,150,774350,4.64906050235682
"534",3534,62400,-26000,0,0,0,0,0,36400,172640,0,0,30000,0,30000,150000,30000,202640,0.179628898539281
"535",3535,61565,0,0,0,32000,0,0,93565,224640,118800,0,7600,17050,30000,2500,24650,368090,0.254190551223885
"536",3542,459800,0,0,0,0,0,50000,509800,178880,0,0,13900,0,27000,4000,13900,192780,2.6444651934848
"537",3543,859000,0,0,0,0,0,2508,861508,434200,0,0,0,100,15000,0,100,434300,1.98367027400414
"538",3546,475000,0,0,0,0,0,1000,476000,284960,87000,0,0,0,9000,0,0,371960,1.27970749542962
"539",3549,294000,0,0,0,0,0,200,294200,219180,120100,0,0,0,35000,2000,0,339280,0.867130393775053
"540",3550,79000,0,180000,0,0,0,600,259600,112320,0,0,21500,0,30000,10000,21500,133820,1.9399192945748
"541",3556,1296500,4500,0,0,0,0,0,1301000,383240,86000,0,0,0,5000,5000,0,469240,2.77256840849032
"542",3559,189000,0,0,0,0,0,15050,204050,193440,37200,0,0,0,16000,0,0,230640,0.884712105445716
"543",3577,216000,0,0,0,0,0,0,216000,215800,82000,0,0,200,1250000,0,200,298000,0.724832214765101
"544",3581,1330000,-106000,0,0,0,0,3e+05,1524000,1378000,145000,0,0,3300,250000,70000,3300,1526300,0.99849308785953
"545",3589,375000,27550,0,0,0,0,0,402550,201604,55600,0,0,0,500,2000,0,257204,1.5651000762041
"546",3592,234500,0,0,0,70000,0,200,304700,83200,0,0,0,0,0,0,0,83200,3.66225961538462
"547",3597,343200,-1530,0,0,2e+06,0,5000,2346670,502840,211800,0,30000,3400,46000,6000,33400,748040,3.13709159937971
"548",3598,0,74000,250000,0,0,0,5500,329500,284960,103700,155250,255000,0,4e+05,0,410250,798910,0.412436945338023
"549",3600,1416000,1800,0,0,0,0,90000,1507800,595400,128325,0,35100,0,72000,0,35100,758825,1.98701940500115
"550",3603,960000,384502,1090000,0,0,0,1800000,4234502,873600,132000,0,15000,0,35000,80000,15000,1020600,4.14903194199491
"551",3605,3395000,101400,0,0,15975000,0,935000,20406400,1246960,280000,0,74800,0,107000,44000,74800,1601760,12.7399860153831
"552",3607,1240000,433300,638000,72000,1237500,420000,110000,4150800,602680,0,0,0,0,47000,0,0,602680,6.8872370080308
"553",3609,770000,0,0,0,0,0,0,770000,326040,9000,0,0,0,60000,6000,0,335040,2.29823304680038
"554",3621,214000,-200,0,0,0,0,0,213800,215800,0,0,0,300,6000,0,300,216100,0.989356779268857
"555",3623,381800,0,25000,0,955000,240000,0,1601800,445120,0,0,0,0,5000,5000,0,445120,3.5985801581596
"556",3625,737400,0,0,0,0,48000,0,785400,401440,74400,0,15900,1000,6000,0,16900,492740,1.59394406786541
"557",3627,5e+05,0,0,0,0,0,0,5e+05,344760,0,0,0,0,117000,72000,0,344760,1.45028425571412
"558",3631,784332,0,0,0,290000,0,50000,1124332,586040,-70500,0,10000,0,15000,0,10000,525540,2.13938425238802
"559",3633,697500,0,0,2700,0,0,26000,726200,334100,57400,0,0,58200,650000,30000,58200,449700,1.61485434734267
"560",3635,2808000,-55400,0,0,470000,0,400,3223000,489840,76000,0,0,0,440000,0,0,565840,5.69595645412131
"561",3637,618000,-500,4e+05,0,592800,30000,22000,1662300,558220,0,0,7600,400,80000,8000,8000,566220,2.9357846773339
"562",3639,442000,54850,207000,0,240400,0,22000,966250,458900,0,0,0,0,20000,7692,0,458900,2.10557855741992
"563",3644,0,-56600,1700000,48000,91000,48000,70000,1900400,318240,0,0,0,640,750009,25000,640,318880,5.95960863020572
"564",3647,15000,0,0,0,45600,0,2000,62600,325312,90800,0,121500,0,121600,0,121500,537612,0.116440853254764
"565",3653,0,-4000,1e+06,0,-680000,120000,0,436000,449280,77500,0,153000,2400,250000,1800,155400,682180,0.639127503005072
"566",3656,2800000,0,0,0,0,0,468000,3268000,2180516,230000,0,64500,0,2e+05,2e+05,64500,2475016,1.32039550451391
"567",3657,325000,0,0,0,1998000,0,28350,2351350,629200,216500,0,0,56000,56000,15000,56000,901700,2.6076854829766
"568",3658,448000,150000,535000,0,0,0,32000,1165000,490880,0,0,38700,0,12000,30000,38700,529580,2.19985649004872
"569",3671,0,-39400,0,0,596400,60000,0,617000,384280,102020,0,30000,0,45000,6000,30000,516300,1.19504164245594
"570",3672,3250000,440500,0,0,0,0,16000,3706500,317200,0,0,0,0,125000,0,0,317200,11.6850567465322
"571",3674,712750,25000,0,0,240000,0,79000,1056750,470600,140400,0,142500,0,142500,5000,142500,753500,1.40245520902455
"572",3680,309000,0,550000,0,0,0,0,859000,365040,0,0,0,0,2500,0,0,365040,2.3531667762437
"573",3681,263100,0,280000,0,72000,0,0,615100,138060,29600,0,27800,0,29400,80000,27800,195460,3.14693543435997
"574",3682,435500,0,0,0,0,0,0,435500,169260,28000,0,0,250,20000,0,250,197510,2.20495164801782
"575",3683,250100,34500,0,0,19600,0,0,304200,239200,58200,0,0,0,8e+05,0,0,297400,1.02286482851379
"576",3685,0,0,340000,0,0,0,500,340500,159120,26400,0,5000,0,8000,0,5000,190520,1.78721394079362
"577",3688,691500,150000,0,48000,0,0,51600,941100,152620,74100,0,5830,5300,20000,0,11130,237850,3.95669539625815
"578",3694,450000,24600,0,32000,0,0,0,506600,465400,0,0,41300,0,60000,10000,41300,506700,0.999802644562858
"579",3695,0,-74700,87000,48000,172200,0,8000,240500,91000,0,0,1575,0,350000,1e+05,1575,92575,2.59789359978396
"580",3698,350000,-3472,0,0,0,0,0,346528,452400,46000,0,10000,60000,70000,0,70000,568400,0.609655172413793
"581",3701,0,36900,0,0,0,0,0,36900,614900,0,0,1750,0,18000,0,1750,616650,0.0598394551204087
"582",3707,818000,0,0,50000,0,0,1050000,1918000,147420,0,0,0,0,19000,52000,0,147420,13.0104463437797
"583",3709,0,-9900,0,48000,0,0,0,38100,324740,1150,0,11000,100,80000,10000,11100,336990,0.113059734710229
"584",3710,42000,0,0,0,0,0,0,42000,124020,0,0,0,0,6000,0,0,124020,0.338655055636188
"585",3712,351200,-54600,0,0,0,0,0,296600,312260,35760,0,0,20,8500,0,20,348040,0.852200896448684
"586",3714,220600,-11300,330000,96000,0,0,0,635300,245700,54100,0,1200,5000,23000,0,6200,306000,2.07614379084967
"587",3715,540000,-27300,0,0,0,0,5000,517700,175240,0,0,190620,20,2e+05,45000,190640,365880,1.41494479064174
"588",3718,960000,-21000,0,60000,585000,0,144000,1728000,476320,214800,0,74600,0,80000,90000,74600,765720,2.25669957686883
"589",3731,322000,-10885,0,60000,0,0,0,371115,167960,0,0,0,125,3000,0,125,168085,2.20790076449415
"590",3732,0,216830,780000,0,0,0,20000,1016830,136240,0,0,102030,0,2e+05,1e+05,102030,238270,4.26755361564612
"591",3733,0,-49400,597500,24000,0,0,500,572600,108420,20500,0,18000,0,30000,8,18000,146920,3.89735910699701
"592",3734,416000,-52800,1045000,96000,0,0,0,1504200,292656,0,0,36600,0,50000,0,36600,329256,4.56848166776004
"593",3735,0,42500,60000,96000,0,0,0,198500,180440,0,0,21500,0,20000,8000,21500,201940,0.982965237199168
"594",3736,6e+05,-20300,0,6000,0,0,300,586000,257400,10800,0,5400,200,20000,0,5600,273800,2.14024835646457
"595",3737,0,-44000,480000,0,0,0,500,436500,749840,37100,0,0,8200,20000,0,8200,795140,0.548959931584375
"596",3742,70200,-22050,-2e+05,0,0,0,1100,-150750,178620,0,0,29940,0,24000,0,29940,208560,-0.722813578826237
"597",3748,8e+05,5040000,-18500,80000,43500000,0,1000,49402500,187200,56200,0,19138,0,10000,0,19138,262538,188.172759752874
"598",3750,77250,-14200,-26000,0,0,0,0,37050,141440,0,0,1300,975,7000,2400,2275,143715,0.257801899592944
"599",3752,0,-60598,0,1500,10000,0,200,-48898,379080,1600,0,19500,0,25000,0,19500,400180,-0.122190014493478
"600",3757,60000,-5340,0,0,0,0,0,54660,114920,0,0,4440,0,5000,0,4440,119360,0.45794235924933
"601",3758,0,23200,5e+05,0,0,0,0,523200,144820,0,0,11955,0,11955,11955,11955,156775,3.33726678360708
"602",3769,0,-1700,0,0,0,0,0,-1700,360100,0,0,7050,0,3e+05,1e+05,7050,367150,-0.00463026011167098
"603",3770,0,-3800,665000,48000,0,0,395000,1104200,556400,160000,0,30500,0,35000,0,30500,746900,1.47837729281028
"604",3771,0,10000,0,0,113800,0,5000,128800,250900,173200,0,19380,0,19380,8000,19380,443480,0.290430233606927
"605",3772,0,20000,3e+05,0,0,240000,10000,570000,1826760,0,0,27940,0,27940,8000,27940,1854700,0.30732733056559
"606",3773,18000,0,0,96000,0,0,0,114000,193960,14400,0,43400,500,43900,25000,43900,252260,0.451914691191628
"607",3774,788000,54550,0,48000,0,480000,150000,1520550,492440,1057000,0,16150,650,16800,2000,16800,1566240,0.970828225559301
"608",3775,468900,0,0,0,0,0,0,468900,372840,0,0,32700,0,60000,15000,32700,405540,1.15623612960497
"609",3777,578500,0,0,0,0,0,0,578500,326560,0,0,0,0,8000,2780,0,326560,1.77149681528662
"610",3778,474000,134750,0,0,0,0,5e+05,1108750,176020,107600,0,5200,0,12000,5000,5200,288820,3.83889619832422
"611",3783,1800000,193700,0,0,0,0,5000,1998700,262080,0,0,35550,0,35000,0,35550,297630,6.71538487383664
"612",3786,240000,-23700,0,48000,0,0,360000,624300,364520,109800,0,0,0,55000,30000,0,474320,1.3162000337325
"613",3787,1076500,0,0,0,0,0,0,1076500,565760,231300,0,60000,1820,70000,0,61820,858880,1.25337649031297
"614",3791,683300,-61900,0,0,0,0,800,622200,444080,72100,0,19600,0,23000,0,19600,535780,1.16129754750084
"615",3800,0,-7900,0,0,540000,0,3000,535100,610480,94500,0,83160,0,95000,35000,83160,788140,0.678940289796229
"616",3806,264000,22000,0,0,0,0,0,286000,269100,15000,0,5906,2050,7950,0,7956,292056,0.979264250691648
"617",3809,0,-2500,0,0,38000,180000,784000,999500,403000,258000,0,25400,50,1500,20000,25450,686450,1.4560419549858
"618",3815,611000,0,3e+05,0,0,0,3000,914000,504400,143500,1600,41800,0,47600,30000,43400,691300,1.3221466801678
"619",3817,1060800,25000,0,48000,30500,120000,50000,1334300,362960,65000,0,66110,1190,70000,10000,67300,495260,2.69414045148003
"620",3818,0,0,150000,96000,0,72000,72000,390000,231920,126500,0,12200,0,5000,26000,12200,370620,1.05229075603044
"621",3821,252030,0,-4300000,48000,0,0,355680,-3644290,364000,117000,0,24600,0,20000,11000,24600,505600,-7.20785205696203
"622",3838,757900,2,0,0,0,0,4000,761902,237120,121000,0,0,20400,10000,0,20400,378520,2.01284476381697
"623",3840,15000,0,2e+05,24000,0,0,0,239000,254800,-10000,0,7100,0,15000,0,7100,251900,0.948789202064311
"624",3842,408000,0,0,48000,0,0,2000,458000,539760,117000,0,14550,0,15000,0,14550,671310,0.682248141693108
"625",3844,221600,-15500,0,0,0,0,0,206100,233480,40600,0,27600,0,30000,0,27600,301680,0.683174224343675
"626",3847,542600,0,0,0,0,0,4000,546600,309920,125050,0,3980,0,9000,1700,3980,438950,1.24524433306755
"627",3848,533000,-50700,0,0,45000,0,0,527300,367120,100760,0,0,0,9000,1200,0,467880,1.12699837565188
"628",3851,72200,0,0,0,0,0,3000,75200,195000,13700,0,0,4000,28000,0,4000,212700,0.353549600376117
"629",3853,50000,0,0,0,0,0,0,50000,544440,99000,0,0,2000,2e+05,9000,2000,645440,0.0774665344571145
"630",3854,10000,0,0,96000,370000,0,200,476200,699920,172500,0,14400,0,15000,3000,14400,886820,0.536974808867639
"631",3857,245000,0,0,0,0,144000,200,389200,259480,116400,0,0,0,10000,0,0,375880,1.03543684154517
"632",3859,69500,0,0,0,0,0,5000,74500,260780,6900,50500,23050,0,96700,0,73550,341230,0.218327814084342
"633",3862,255000,262900,0,0,0,324000,0,841900,282880,0,0,0,0,415000,1e+05,0,282880,2.97617364253394
"634",3867,432000,0,0,6400,0,0,0,438400,313560,39000,0,0,0,17000,0,0,352560,1.24347628772408
"635",3868,587800,224265,0,48000,0,0,0,860065,442780,86500,0,0,0,28000,0,0,529280,1.62497165961306
"636",3876,658000,8000,0,0,0,0,0,666000,268320,33000,0,0,0,10000,0,0,301320,2.21027479091995
"637",3877,513000,0,0,2000,0,0,0,515000,216216,94200,0,0,1000,1e+05,0,1000,311416,1.65373648110566
"638",3878,252000,110500,0,0,0,0,0,362500,694200,70800,0,0,3000,20000,0,3000,768000,0.472005208333333
"639",3879,636500,152500,0,0,0,0,150,789150,240240,61500,0,0,800,10000,0,800,302540,2.60841541614332
"640",3881,196500,0,0,0,0,0,60800,257300,676000,53000,0,0,0,12000,0,0,729000,0.352949245541838
"641",3884,104340500,-111000,1600000,0,0,0,2500,105832000,631800,34500,0,9700,3600,40000,0,13300,679600,155.726898175397
"642",3885,813500,-13140,0,28800,0,0,7200,836360,325000,205400,0,9250,1200,70000,0,10450,540850,1.54638069705094
"643",3886,0,403900,0,0,0,0,0,403900,382980,0,0,0,6650,18000,7500,6650,389630,1.03662448990067
"644",3887,460000,98400,0,48000,0,0,13500,619900,384800,0,0,0,19700,30000,0,19700,404500,1.53250927070457
"645",3898,713500,0,0,0,0,0,154000,867500,229060,0,0,0,0,150000,0,0,229060,3.78721732297215
"646",3902,172500000,-8300,-1000,2160,0,0,0,172492860,157560,11400,0,2380,0,10000,0,2380,171340,1006.72849305474
"647",3903,778000,-15500,-420000,0,0,0,4480,346980,172016,0,0,22160,0,5e+05,0,22160,194176,1.78693556361239
"648",3906,0,-1700,350000,0,0,0,200,348500,282880,22000,0,82000,5750,2e+05,0,87750,392630,0.887604105646537
"649",3908,293500,57400,-135000,0,0,0,1500,217400,192400,0,0,7800,0,52000,0,7800,200200,1.08591408591409
"650",3912,5400000,-38200,-5000,96000,0,0,50,5452850,184080,6100,34500,6220,1000,60000,5000,41720,231900,23.5137990513152
"651",3913,0,-12300,710000,18000,0,0,50,715750,275080,61200,0,6800,1350,50000,0,8150,344430,2.07807101588131
"652",3918,80000,0,0,36000,0,180000,0,296000,385320,115400,0,12008,9008,120000,0,21016,521736,0.567336737353757
"653",3919,946000,40000,-1e+05,0,0,0,0,886000,313040,0,0,8600,990,60000,25000,9590,322630,2.74617983448532
"654",3920,1104008,0,0,0,769000,0,4000,1877008,446160,74500,0,9920,0,3e+05,4000,9920,530580,3.53765313430585
"655",3921,1252000,-15500,0,0,0,0,80000,1316500,263640,32700,0,0,0,10000,0,0,296340,4.44253222649659
"656",3922,30000,-14000,0,48000,0,0,180000,244000,136760,37000,0,1200,3075,24000,0,4275,178035,1.37051703316764
"657",3923,727000,0,0,0,257000,0,0,984000,321360,94000,0,30000,0,30000,0,30000,445360,2.20944853601581
"658",3924,0,0,930000,0,0,0,0,930000,325260,105600,0,0,300,15000,5000,300,431160,2.15697188978569
"659",3925,577000,0,0,0,0,90000,0,667000,242320,176500,0,15600,400,12000,0,16000,434820,1.53396807874523
"660",3926,360000,-33508,0,0,0,0,0,326492,233480,28600,0,18200,600,10000,4000,18800,280880,1.16238963258331
"661",3927,0,-37000,90000,48000,0,0,0,101000,132600,0,0,2008,0,6000,0,2008,134608,0.75032687507429
"662",3928,0,-19900,-25000,0,0,0,0,-44900,706160,0,0,1500,150,23000,0,1650,707810,-0.0634351026405391
"663",3931,560000,-39700,0,0,0,0,0,520300,285480,107400,0,16780,20500,1e+05,0,37280,430160,1.20954993490794
"664",3933,480000,148100,0,48000,0,0,0,676100,346320,203700,0,79450,0,85000,0,79450,629470,1.07407819276534
"665",3941,18000,5350,0,53000,340000,0,0,416350,186420,108700,0,3350,13400,29000,17000,16750,311870,1.33501138294802
"666",3942,6e+05,0,-10000,0,360000,0,7500,957500,464360,122100,61000,44020,0,96000,51580,105020,691480,1.38471105454966
"667",3945,0,503800,0,48000,0,0,0,551800,249600,92200,0,1400,0,1500,1500,1400,343200,1.60780885780886
"668",3946,0,550600,0,0,0,0,0,550600,308880,35400,0,0,1000,2500,0,1000,345280,1.59464782205746
"669",3949,225600,0,0,0,146400,0,0,372000,561080,0,0,0,0,20000,0,0,561080,0.663007057817067
"670",3952,2e+05,306920,-13000,0,0,0,0,493920,168948,0,0,16260,0,60000,0,16260,185208,2.66683944538033
"671",3958,6e+05,0,0,96000,0,96000,0,792000,302900,180000,0,2700,1000,37170,6000,3700,486600,1.62762022194821
"672",3960,362965,0,0,0,0,0,67700,430665,338000,103000,0,21600,490,25000,0,22090,463090,0.92998121315511
"673",3962,104800,10670,0,0,154000,0,3200,272670,109200,0,0,0,2495,12000,1700,2495,111695,2.44120148619007
"674",3963,52500,88000,0,0,0,0,0,140500,69680,0,0,19050,7350,50000,0,26400,96080,1.46232306411324
"675",3964,108000,44110,150000,48000,0,0,0,350110,107016,8960,0,2625,200,12000,400,2825,118801,2.94702906541191
"676",3965,0,0,130000,32000,0,0,0,162000,60060,0,0,0,203900,2e+05,40000,203900,263960,0.613729352932262
"677",3966,0,20100,0,96000,0,0,2500,118600,291200,124300,0,11100,35500,40000,0,46600,462100,0.256654403808699
"678",3967,0,0,0,0,0,0,40000,40000,168480,36900,0,17700,0,16900,0,17700,223080,0.179307871615564
"679",3968,195000,-38600,0,60000,0,0,0,216400,362440,66500,0,166000,0,750000,1e+05,166000,594940,0.36373415806636
"680",3969,96000,30800,120000,32000,0,0,0,278800,168376,13600,0,23550,0,25000,457,23550,205526,1.35651936981209
"681",3972,3e+05,4000,0,0,365000,0,3000,672000,448500,0,25000,38840,0,63840,0,63840,512340,1.3116289963696
"682",3973,0,-54200,-180000,12000,120000,0,740000,637800,675740,40400,0,2,1,95000,0,3,716143,0.890604250827
"683",3974,0,37008,0,121200,0,0,0,158208,294840,47700,0,25,5,130000,0,30,342570,0.46182677992819
"684",3977,0,-48192,189000,0,0,0,0,140808,171600,29100,0,47100,50,1e+05,0,47150,247850,0.568117813193464
"685",3979,0,-25300,0,0,0,0,0,-25300,189800,0,0,15020,30,20020,20,15050,204850,-0.123505003661216
"686",3982,844500,-96500,-105000,102000,0,0,1500,746500,924040,65760,0,10000,800,150800,4000,10800,1000600,0.746052368578853
"687",3986,352500,-3000,0,0,0,0,6300,355800,305500,134200,0,0,0,1e+05,0,0,439700,0.809188082783716
"688",3989,1015000,-55000,790000,0,0,0,500,1750500,447200,60150,0,63200,800,1e+05,7000,64000,571350,3.0637962719874
"689",3992,435000,77300,0,0,0,0,187000,699300,1812720,411720,97000,125700,0,222700,80000,222700,2447140,0.285762155005435
"690",3995,23300,-86500,0,98000,0,0,1200,36000,439400,64600,0,0,2300,33000,8000,2300,506300,0.0711040884850879
"691",4009,775000,0,0,0,0,0,200,775200,161980,60000,0,0,500,30000,0,500,222480,3.48435814455232
"692",4012,27525,0,30000,24000,0,0,200,81725,187200,53000,0,9500,390,40000,0,9890,250090,0.326782358350994
"693",4018,24450,-201900,39000,48000,0,0,0,-90450,200200,0,0,3004,0,40000,10000,3004,203204,-0.445119190567115
"694",4019,688000,177300,0,0,152000,0,1200,1018500,166400,0,0,19800,0,20000,0,19800,186200,5.46992481203007
"695",4021,6e+05,16900,-1525000,0,0,0,500,-907600,190840,15000,0,28440,0,30000,0,28440,234280,-3.87399692675431
"696",4022,96000,-2450,570000,6000,0,0,0,669550,207220,21600,0,3250,0,15000,0,3250,232070,2.88512086870341
"697",4028,266000,293400,0,0,194000,0,257680,1011080,327860,206000,0,7000,0,6000,6000,7000,540860,1.86939318862552
"698",4030,0,73300,5e+05,51200,0,0,3000,627500,155220,0,0,36000,0,36000,0,36000,191220,3.2815605062232
"699",4031,181500,15300,130000,24000,22000,0,600,373400,536640,0,0,51900,0,190000,0,51900,588540,0.634451354198525
"700",4033,596700,0,0,0,0,0,126200,722900,438880,241300,0,0,5960,6200,5200,5960,686140,1.05357507214271
"701",4034,1388000,-7408,0,0,1900,0,131000,1513492,288600,10000,0,8190,0,1e+05,60000,8190,306790,4.9333159490205
"702",4035,0,35200,1300000,0,0,0,12000,1347200,291980,0,42100,18650,40,1e+05,60000,60790,352770,3.81891884230518
"703",4036,0,21600,0,96000,890000,0,1500,1009100,304356,187000,85000,31500,7600,115000,0,124100,615456,1.63959730671242
"704",4051,34000,136400,-40000,48000,0,0,5000,183400,283140,22100,39800,60230,0,70000,6000,100030,405270,0.452537814296642
"705",4070,571000,50000,0,0,0,60000,5000,686000,380640,80500,24000,106400,0,130400,0,130400,591540,1.15968489028637
"706",4074,0,0,0,0,258000,120000,7000,385000,379340,0,0,20880,0,20880,0,20880,400220,0.961970915996202
"707",4075,0,7600,-9e+05,0,1580000,0,0,687600,514800,29000,0,0,3000,25500,5000,3000,546800,1.25749817117776
"708",4076,0,0,60000,8000,-81000,0,0,-13000,140400,0,0,0,1000,50000,0,1000,141400,-0.0919377652050919
"709",4077,148000,-47200,0,0,60000,0,325000,485800,566800,123400,0,0,7e+05,703000,3000,7e+05,1390200,0.34944612286002
"710",4078,0,15000,0,0,0,0,0,15000,293800,51500,0,0,0,26000,500,0,345300,0.0434404865334492
"711",4079,0,16900,0,0,0,0,0,16900,206700,15100,0,17000,0,17000,0,17000,238800,0.0707705192629816
"712",4080,0,28700,0,48000,0,0,0,76700,263900,3000,0,2000,0,2000,0,2000,268900,0.285236147266642
"713",4081,0,8500,0,0,0,0,0,8500,167960,0,0,0,0,4000,0,0,167960,0.0506072874493927
"714",4084,0,20500,0,0,0,0,0,20500,135200,12600,0,0,0,12000,0,0,147800,0.138700947225981
"715",4087,4e+05,65200,0,0,0,0,0,465200,248040,15000,0,0,25,1000,0,25,263065,1.76838423963659
"716",4091,336000,0,0,0,0,0,60000,396000,185900,110000,0,0,0,20000,35000,0,295900,1.33828996282528
"717",4092,53500,12400,320000,0,0,0,200,386100,412360,8000,0,5400,0,18500,15000,5400,425760,0.90684892897407
"718",4097,0,60750,0,0,0,0,62000,122750,226200,0,48000,48000,0,0,0,96000,322200,0.380974549968963
"719",4098,0,0,0,48000,0,60000,0,108000,62400,0,0,3600,0,3600,0,3600,66000,1.63636363636364
"720",4099,0,112400,-5e+05,0,588000,0,0,200400,273000,53300,0,0,30100,30000,0,30100,356400,0.562289562289562
"721",4100,10000,-34500,90000,0,0,0,5000,70500,312000,0,0,0,700,60000,65000,700,312700,0.225455708346658
