"ID","psu","palika","ward","hhld","version","verified","interviewer_id","personid","v101","v622","personid1","v623","v625","v627","v628"
829,1109,11214,"18","2","v2","Y",22,1171,3,"1 ",1169,1,"15, 20","160, 240","1 "
