"ID","psu","palika","ward","hhld","version","verified","interviewer_id","v1213","v1213a","v1213b","v1214","v1214a","v1214b"
2027,5201,50403,"3","7","v2","Y",51,NA,"2 ",NA,NA,"2 ","00, 08"
